Row ID,Order ID,Order Date,Order Month,Order Year,Ship Date,Ship Mode,Customer ID,Customer Name,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
219,TN-2016-130162,10/28/2016,10,2016,42380,Standard Class,JH-15910,Jonathan Howell,India,Chennai,Tamil Nadu,600001,South,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.38,3,0.2,22.68
220,BR-2015-169397,12/24/2015,12,2015,27-12-2015,First Class,JB-15925,Joni Blumstein,India,Patna,Bihar,800001,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,5.58,2,0.2,1.81
221,TN-2015-169397,12/24/2015,12,2015,27-12-2015,First Class,JB-15925,Joni Blumstein,India,Chennai,Tamil Nadu,600001,South,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.7,6,0.2,8.23
222,MH-2015-169397,12/24/2015,12,2015,27-12-2015,First Class,JB-15925,Joni Blumstein,India,Mumbai,Maharashtra,400001,West,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,19.78,4,0.7,-13.84
223,TN-2015-169397,12/24/2015,12,2015,27-12-2015,First Class,JB-15925,Joni Blumstein,India,Chennai,Tamil Nadu,600001,South,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.7,4,0.2,19.08
224,DL-2015-169397,12/24/2015,12,2015,27-12-2015,First Class,JB-15925,Joni Blumstein,India,Delhi,Delhi,110001,North,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,479.99,4,0.7,383.99
225,TS-2015-169397,12/24/2015,12,2015,27-12-2015,First Class,JB-15925,Joni Blumstein,India,Hyderabad,Telangana,500001,South,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.17,2,0.2,2.72
226,MP-2015-163055,9/8/2015,9,2015,16-08-2015,Standard Class,DS-13180,David Smith,India,Bhopal,Madhya Pradesh,462001,Central,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2,1,0,0.97
227,KL-2015-163055,9/8/2015,9,2015,16-08-2015,Standard Class,DS-13180,David Smith,India,Kochi,Kerala,682001,South,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,622.45,5,0,136.94
228,MP-2015-163055,9/8/2015,9,2015,16-08-2015,Standard Class,DS-13180,David Smith,India,Bhopal,Madhya Pradesh,462001,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,21.98,1,0,0.22
229,MH-2015-145436,2/28/2015,2,2015,42097,Standard Class,VD-21670,Valerie Dominguez,India,Mumbai,Maharashtra,400001,West,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,161.57,2,0.2,-28.27
230,AS-2015-145436,2/28/2015,2,2015,42097,Standard Class,VD-21670,Valerie Dominguez,India,Guwahati,Assam,781001,East,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",389.7,8,0.2,43.84
231,MP-2014-156216,9/13/2014,9,2014,17-09-2014,Standard Class,EA-14035,Erin Ashbrook,India,Bhopal,Madhya Pradesh,462001,Central,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,18.65,7,0.7,-12.43
232,WB-2017-100930,7/4/2017,7,2017,12/4/2017,Standard Class,CS-12400,Christopher Schild,India,Kolkata,West Bengal,700001,East,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,2,0.45,102.05
233,KA-2017-100930,7/4/2017,7,2017,12/4/2017,Standard Class,CS-12400,Christopher Schild,India,Bengaluru,Karnataka,560001,South,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,620.61,3,0.45,248.25
234,KL-2017-100930,7/4/2017,7,2017,12/4/2017,Standard Class,CS-12400,Christopher Schild,India,Kochi,Kerala,682001,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,5.33,2,0.7,-3.55
235,MP-2017-100930,7/4/2017,7,2017,12/4/2017,Standard Class,CS-12400,Christopher Schild,India,Bhopal,Madhya Pradesh,462001,Central,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.07,3,0.2,0
236,AS-2017-100930,7/4/2017,7,2017,12/4/2017,Standard Class,CS-12400,Christopher Schild,India,Guwahati,Assam,781001,East,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,617.98,3,0.2,-7.72
237,GJ-2017-160514,12/11/2017,12,2017,16-11-2017,Standard Class,DB-13120,David Bremer,India,Ahmedabad,Gujarat,380001,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,2,0,4.75
238,DL-2016-157749,4/6/2016,4,2016,9/6/2016,Second Class,KL-16645,Ken Lonsdale,India,Delhi,Delhi,110001,North,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,25.92,5,0.2,9.4
239,RJ-2016-157749,4/6/2016,4,2016,9/6/2016,Second Class,KL-16645,Ken Lonsdale,India,Jaipur,Rajasthan,302001,North,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,0.6,356.73
240,UP-2016-157749,4/6/2016,4,2016,9/6/2016,Second Class,KL-16645,Ken Lonsdale,India,Lucknow,Uttar Pradesh,226001,North,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,11.69,3,0.6,-4.68
241,MH-2016-157749,4/6/2016,4,2016,9/6/2016,Second Class,KL-16645,Ken Lonsdale,India,Mumbai,Maharashtra,400001,West,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,31.98,2,0.2,11.19
242,BR-2016-157749,4/6/2016,4,2016,9/6/2016,Second Class,KL-16645,Ken Lonsdale,India,Patna,Bihar,800001,East,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,177.23,5,0.5,120.51
243,UP-2016-157749,4/6/2016,4,2016,9/6/2016,Second Class,KL-16645,Ken Lonsdale,India,Lucknow,Uttar Pradesh,226001,North,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.04,3,0.6,-2.83
244,WB-2016-157749,4/6/2016,4,2016,9/6/2016,Second Class,KL-16645,Ken Lonsdale,India,Kolkata,West Bengal,700001,East,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.41,2,0.2,1.2
245,GJ-2014-131926,1/6/2014,1,2014,6/6/2014,Second Class,DW-13480,Dianna Wilson,India,Ahmedabad,Gujarat,380001,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2001.86,7,0,580.54
246,CH-2014-131926,1/6/2014,1,2014,6/6/2014,Second Class,DW-13480,Dianna Wilson,India,Chandigarh,Chandigarh,160001,North,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,2,0,41.68
247,DL-2014-131926,1/6/2014,1,2014,6/6/2014,Second Class,DW-13480,Dianna Wilson,India,Delhi,Delhi,110001,North,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,6,0,23.94
248,TN-2014-131926,1/6/2014,1,2014,6/6/2014,Second Class,DW-13480,Dianna Wilson,India,Chennai,Tamil Nadu,600001,South,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25,5,0,496.07
249,TS-2014-131926,1/6/2014,1,2014,6/6/2014,Second Class,DW-13480,Dianna Wilson,India,Hyderabad,Telangana,500001,South,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,25.92,4,0,12.44
